korean_word,note,pos,english_word,translational_equivalence,korean_source1,korean_source2,english_source1,english_source2,cat3_korean,cat3_english,cat13_korean,cat13_english
적의,,noun,antagonism,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
적대하다,,verb,antagonize,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
고대하다,,verb,anticipate,1,Rhee_Ko_2013,,,,Positive,Positive,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
반감,,noun,antipathy,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),혐오/경멸 (Disgust/Contempt)
불안,,noun,anxiety,1,KOTE,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
수심,,noun,anxiety,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),두려움/불안 (Fear/Anxiety)
아슬아슬하다,,adjective,anxious,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
조바심내는,,adjective,anxious,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
조마조마하다,,adjective,anxious,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
불안하다,,adjective,anxious,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
조마조마함,,noun,anxiousness,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
아슬아슬함,,noun,anxiousness,1,KOTE,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
무감동하다,,adjective,apathetic,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
무감동,,noun,apathy,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
미안해하는,,adjective,apologetic,1,,,Baron-Cohen_2010,,Negative,Neutral,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
사과,,noun,apology,1,,,,,Positive,Neutral,사랑/애정 (Love/Affection),수치/죄책감 (Shame/Guilt)
기겁하는,,adjective,appalled,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),혐오/경멸 (Disgust/Contempt)
질겁하는,,adjective,appalled,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),혐오/경멸 (Disgust/Contempt)
경악한,,adjective,appalled,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),혐오/경멸 (Disgust/Contempt)
끔찍하다,,adjective,appalling,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),혐오/경멸 (Disgust/Contempt)
,가치를 알아보다,verb,appreciate,0,,,,,,Positive,,존경/감탄 (Admiration/Gratitude)
평가하다,,verb,appreciate,1,,,Baron-Cohen_2010,,Neutral,Positive,중립/인지 (Neutral/Cognitive),존경/감탄 (Admiration/Gratitude)
감사하다,,verb,appreciate,1,Rhee_Ko_2013,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
감정하다,,verb,appreciate,1,,,Baron-Cohen_2010,,Neutral,Positive,중립/인지 (Neutral/Cognitive),존경/감탄 (Admiration/Gratitude)
이해하다,,verb,appreciate,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),존경/감탄 (Admiration/Gratitude)
지각하다,,verb,appreciate,1,,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),존경/감탄 (Admiration/Gratitude)
고마워하다,,verb,appreciate,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
감사하는,,adjective,appreciating,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
이해,,noun,appreciation,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),존경/감탄 (Admiration/Gratitude)
감사,,noun,appreciation,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
,가치를 알아봄,noun,appreciation,0,,,,,,Positive,,존경/감탄 (Admiration/Gratitude)
지각,,noun,appreciation,1,,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),존경/감탄 (Admiration/Gratitude)
감정,,noun,appreciation,1,,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),존경/감탄 (Admiration/Gratitude)
평가,,noun,appreciation,1,,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),존경/감탄 (Admiration/Gratitude)
근심하다,,verb,apprehend,1,Park_Min_2005,,,,Negative,Neutral,두려움/불안 (Fear/Anxiety),중립/인지 (Neutral/Cognitive)
수심,,noun,apprehension,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),두려움/불안 (Fear/Anxiety)
불안,,noun,apprehension,1,KOTE,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
근심,,noun,apprehension,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
걱정,,noun,apprehension,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
근심걱정,,noun,apprehension,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
염려하는,,adjective,apprehensive,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
우려하는,,adjective,apprehensive,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
근심하는,,adjective,apprehensive,1,,,Morgan_Heise_1988,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
걱정하는,,adjective,apprehensive,1,,,Morgan_Heise_1988,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
찬성,,noun,approval,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
승인,,noun,approval,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
찬성하다,,verb,approve,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
찬성하는,,adjective,approving,1,,,Baron-Cohen_2010,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
간절하다,,adjective,ardent,1,Rhee_Ko_2013,,,,Neutral,Positive,갈망/그리움 (Desire/Longing),자부심/자신감 (Pride/Confidence)
절절하다,,adjective,ardent,1,Park_Min_2005,,,,Neutral,Positive,갈망/그리움 (Desire/Longing),자부심/자신감 (Pride/Confidence)
고되다,,adjective,arduous,1,KOTE,,,,Negative,Neutral,슬픔/비탄 (Sadness/Grief),중립/인지 (Neutral/Cognitive)
힘들다,,adjective,arduous,1,Rhee_Ko_2013,,,,Negative,Neutral,슬픔/비탄 (Sadness/Grief),중립/인지 (Neutral/Cognitive)
,시비 거는,adjective,argumentative,0,,,Baron-Cohen_2010,,,Negative,,분노/짜증 (Anger/Irritation)
,따지기를 좋아하는,adjective,argumentative,0,,,Baron-Cohen_2010,,,Negative,,분노/짜증 (Anger/Irritation)
교만,,noun,arrogance,1,KOTE,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),자부심/자신감 (Pride/Confidence)
거만,,noun,arrogance,1,KOTE,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),자부심/자신감 (Pride/Confidence)
교만하다,,adjective,arrogant,1,KOTE,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),자부심/자신감 (Pride/Confidence)
부끄럽다,,adjective,ashamed,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
무안하다,,adjective,ashamed,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
남부끄럽다,,adjective,ashamed,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
열망하다,,verb,aspire,1,Rhee_Ko_2013,,,,Positive,Positive,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
열망하는,,adjective,aspiring,1,,,,,Positive,Positive,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
평가하는,,adjective,assessing,1,,,Baron-Cohen_2010,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
평가,,noun,assessment,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
든든하다,,adjective,assured,1,Rhee_Ko_2013,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
든든하다,,adjective,assuring,1,Rhee_Ko_2013,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
경악한,,adjective,astonished,1,,,,,Negative,Positive,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
경악,,noun,astonishment,1,KOTE,,,,Negative,Positive,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
놀란,,adjective,astounded,1,,,,,Negative,Positive,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
경악한,,adjective,astounded,1,,,Baron-Cohen_2010,,Negative,Positive,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
놀랍다,,adjective,astounding,1,Park_Min_2005,,,,Positive,Positive,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
경악,,noun,astoundment,1,,,,,Negative,Positive,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
대경실색,,noun,astoundment,1,,,,,Negative,Positive,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
떫다,,adjective,astringent,1,Park_Min_2005,,,,Negative,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
,애착을 가지는,adjective,attached,0,,,,,,Positive,,사랑/애정 (Love/Affection)
애착,,noun,attachment,1,Park_Min_2005,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
공격,,noun,attack,1,,,,,Negative,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
공격받은,,adjective,attacked,1,,,Baron-Cohen_2010,,Negative,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
달성,,noun,attainment,1,KOTE,,,,Positive,Positive,기쁨 (Joy/Happiness),중립/인지 (Neutral/Cognitive)
매료된,,adjective,attracted,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),중립/인지 (Neutral/Cognitive)
매력적이다,,adjective,attracting,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),중립/인지 (Neutral/Cognitive)
매혹,,noun,attraction,1,Park_Min_2005,,,,Positive,Positive,사랑/애정 (Love/Affection),중립/인지 (Neutral/Cognitive)
이끌림,,noun,attraction,1,,,,,Negative,Positive,사랑/애정 (Love/Affection),중립/인지 (Neutral/Cognitive)
욕심,,noun,avarice,1,,,,,Negative,Neutral,갈망/그리움 (Desire/Longing),중립/인지 (Neutral/Cognitive)
탐욕,,noun,avarice,1,,,,,Negative,Neutral,혐오/경멸 (Disgust/Contempt),중립/인지 (Neutral/Cognitive)
탐욕스러운,,adjective,avaricious,1,,,,,Negative,Neutral,혐오/경멸 (Disgust/Contempt),중립/인지 (Neutral/Cognitive)
질색,,noun,aversion,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
꺼리다,,verb,avoid,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),혐오/경멸 (Disgust/Contempt)
의식하는,,adjective,aware,1,,,Baron-Cohen_2010,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
경외감,,noun,awe,1,,,,,Positive,Neutral,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
황공하다,,adjective,awe-struck,1,Park_Min_2005,,,,Negative,Neutral,수치/죄책감 (Shame/Guilt),존경/감탄 (Admiration/Gratitude)
황송하다,,adjective,awe-struck,1,Park_Min_2005,,,,Negative,Neutral,수치/죄책감 (Shame/Guilt),존경/감탄 (Admiration/Gratitude)
압도된,,adjective,awe-struck,1,Morgan_Heise_1988,,,,Negative,Neutral,놀라움/당황 (Surprise/Bewilderment),존경/감탄 (Admiration/Gratitude)
황공함,,noun,awe-struckness,1,,,,,Negative,Neutral,수치/죄책감 (Shame/Guilt),존경/감탄 (Admiration/Gratitude)
황송함,,noun,awe-struckness,1,,,,,Negative,Neutral,수치/죄책감 (Shame/Guilt),존경/감탄 (Admiration/Gratitude)
멋지다,,adjective,awesome,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
서먹하다,,adjective,awkward,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
어색하다,,adjective,awkward,1,Rhee_Ko_2013,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
거북하다,,adjective,awkward,1,Park_Min_2005,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),놀라움/당황 (Surprise/Bewilderment)
난처하다,,adjective,awkward,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
낯뜨겁다,,adjective,awkward,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),놀라움/당황 (Surprise/Bewilderment)
머쓱하다,,adjective,awkward,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
민망하다,,adjective,awkward,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),놀라움/당황 (Surprise/Bewilderment)
어색함,,noun,awkwardness,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
거북함,,noun,awkwardness,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),놀라움/당황 (Surprise/Bewilderment)
민망함,,noun,awkwardness,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),놀라움/당황 (Surprise/Bewilderment)
서먹함,,noun,awkwardness,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
,곧잘 성질을 내는,adjective,bad-tempered,0,,,Baron-Cohen_2010,,,Negative,,분노/짜증 (Anger/Irritation)
당혹스럽다,,adjective,baffled,1,,,Baron-Cohen_2010,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당황,,noun,bafflement,1,KOTE,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
곤혹,,noun,bafflement,1,KOTE,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당혹,,noun,bafflement,1,KOTE,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당황스럽다,,adjective,baffling,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
곤혹스럽다,,adjective,baffling,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당혹스럽다,,adjective,baffling,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
지루하다,,adjective,banal,1,Park_Min_2005,,,,Negative,Neutral,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
따분하다,,adjective,banal,1,Park_Min_2005,,,,Negative,Neutral,중립/인지 (Neutral/Cognitive),혐오/경멸 (Disgust/Contempt)
지리하다,,adjective,banal,1,Park_Min_2005,,,,Negative,Neutral,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
심심하다,,adjective,banal,1,Park_Min_2005,,,,Negative,Neutral,중립/인지 (Neutral/Cognitive),혐오/경멸 (Disgust/Contempt)
지루함,,noun,banality,1,KOTE,,,,Negative,Neutral,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
심심함,,noun,banality,1,,,,,Negative,Neutral,중립/인지 (Neutral/Cognitive),혐오/경멸 (Disgust/Contempt)
따분함,,noun,banality,1,,,,,Negative,Neutral,중립/인지 (Neutral/Cognitive),혐오/경멸 (Disgust/Contempt)
부끄럽다,,adjective,bashful,1,Park_Min_2005,KOTE,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
쑥스럽다,,adjective,bashful,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
겸연쩍다,,adjective,bashful,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
멋쩍다,,adjective,bashful,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),수치/죄책감 (Shame/Guilt)
쑥스러움,,noun,bashfulness,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
부끄러움,,noun,bashfulness,1,KOTE,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
겁나다,,verb,be afraid,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
동요하다,,verb,be agitated,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),두려움/불안 (Fear/Anxiety)
경악하다,,verb,be amazed,1,Park_Min_2005,,,,Negative,Neutral,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
화내다,,verb,be angry,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
골나다,,verb,be angry,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
성내다,,verb,be angry,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
노하다,,verb,be angry,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
성나다,,verb,be angry,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
짜증내다,,verb,be annoyed,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
경악하다,,verb,be appalled,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),혐오/경멸 (Disgust/Contempt)
염려하다,,verb,be apprehensive,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
우려하다,,verb,be apprehensive,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
경악하다,,verb,be astonished,1,Park_Min_2005,,,,Negative,Neutral,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
질색하다,,verb,be aversive,1,Park_Min_2005,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
당황하다,,verb,be baffled,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당혹하다,,verb,be baffled,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당황하다,,verb,be bewildered,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당혹하다,,verb,be bewildered,1,Park_Min_2005,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
상심하다,,verb,be broken-hearted,1,,,Baron-Cohen_2010,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
